Date;ExecutionTime;Value
2023-02-23 14:02:04.000;1;29.90
2023-10-11 19:52:20.000;3;12.94
2023-05-01 04:23:16.000;1;45.59
2023-09-01 17:11:18.000;7;46.08
2023-05-03 00:49:56.000;7;40.70
2023-06-16 07:56:02.000;2;24.42
2023-07-01 01:50:42.000;2;36.14
2023-10-12 09:23:51.000;2;15.77
2023-07-04 12:26:33.000;8;39.05
2023-11-21 01:02:18.000;9;88.70
2023-01-23 18:14:40.000;4;88.78
2023-02-16 06:27:10.000;9;84.46
2023-11-17 05:19:10.000;3;34.35
2023-04-21 21:10:47.000;8;70.86
2023-10-16 17:00:20.000;8;26.30
2023-05-23 23:16:23.000;2;61.34
2023-05-12 10:17:02.000;5;38.71
2023-08-11 18:38:51.000;8;79.21
2023-06-09 17:31:25.000;2;24.63
2023-05-20 14:54:16.000;2;63.58
2023-08-13 13:21:06.000;6;29.06
2023-05-29 15:37:07.000;3;48.18
2023-06-28 23:34:23.000;6;66.75
2023-12-21 11:31:30.000;7;51.69
2023-12-14 09:01:46.000;9;53.07
2023-03-28 03:59:43.000;4;52.42
2023-12-15 04:19:30.000;3;66.96
2023-01-01 17:29:47.000;8;87.27
2023-03-31 07:19:36.000;1;78.66
2023-09-13 20:04:48.000;8;21.98
2023-07-24 08:13:05.000;7;40.65
2023-06-26 06:57:51.000;1;44.24
2023-03-21 11:15:31.000;6;43.54
2023-03-19 20:31:46.000;7;88.60
2023-10-26 20:54:57.000;1;72.91
2023-03-24 11:42:05.000;7;81.71
2023-09-19 01:21:30.000;6;21.04
2023-01-30 13:47:14.000;1;18.24
2023-03-06 05:27:26.000;9;86.90
2023-02-21 07:31:36.000;5;58.34
2023-04-30 06:43:27.000;6;70.59
2023-11-13 04:51:48.000;7;96.92
2023-12-15 03:03:39.000;8;41.97
2023-08-27 17:12:41.000;5;46.54
2023-04-20 03:36:57.000;9;38.95
2023-01-17 11:16:23.000;5;96.84
2023-11-14 19:38:21.000;3;3.86
2023-03-06 13:07:36.000;6;22.15
2023-12-19 01:50:49.000;3;14.30
2023-02-15 18:10:03.000;3;27.71
2023-08-31 19:44:21.000;8;47.51
2023-09-23 03:04:05.000;9;88.31
2023-03-09 14:38:08.000;8;25.70
2023-10-24 10:57:55.000;5;12.61
2023-12-06 22:55:33.000;1;55.04
2023-06-17 09:42:22.000;1;99.67
2023-05-17 14:44:05.000;1;84.50
2023-10-24 18:22:52.000;2;69.25
2023-04-21 12:49:50.000;1;25.83
2023-09-16 07:51:17.000;6;21.22
2023-04-14 15:03:11.000;3;54.34
2023-07-05 03:21:13.000;9;92.12
2023-12-29 15:15:48.000;4;48.64
2023-02-08 14:05:50.000;5;22.03
2023-10-28 07:45:48.000;8;79.95
2023-12-18 08:10:29.000;6;14.19
2023-11-05 13:35:21.000;7;73.73
2023-11-27 17:16:24.000;6;69.83
2023-10-23 19:17:00.000;2;31.13
2023-05-02 22:40:50.000;7;22.32
2023-11-30 07:18:59.000;8;48.10
2023-11-12 03:51:44.000;5;35.41
2023-07-12 22:39:15.000;9;86.67
2023-12-01 07:29:00.000;1;75.04
2023-07-09 20:09:21.000;7;83.30
2023-11-02 13:26:12.000;1;50.26
2023-08-05 13:34:34.000;5;40.39
2023-02-28 07:46:23.000;4;70.97
2023-04-13 08:10:45.000;2;19.88
2023-04-16 16:31:53.000;9;51.61
2023-06-11 05:54:09.000;2;40.45
2023-11-06 14:50:58.000;5;53.40
2023-10-05 17:14:55.000;6;47.71
2023-10-30 05:39:32.000;6;93.27
2023-05-15 00:56:35.000;8;51.12
2023-08-10 05:20:09.000;9;91.81
2023-05-19 09:33:15.000;2;40.74
2023-10-09 12:18:02.000;2;14.00
2023-04-01 17:30:25.000;3;37.37
2023-07-07 13:10:37.000;2;61.72
2023-06-01 00:01:28.000;7;48.62
2023-06-20 01:35:46.000;4;41.92
2023-05-31 14:39:43.000;1;52.63
2023-10-13 12:30:27.000;6;30.81
2023-08-31 05:54:12.000;4;78.53
2023-05-07 11:38:45.000;8;74.60
2023-08-16 07:17:45.000;7;54.63
2023-08-23 00:22:26.000;2;43.38
2023-12-22 10:05:28.000;3;58.78
2023-02-10 09:13:16.000;9;97.83
2023-07-02 11:28:37.000;5;45.84
2023-12-22 22:01:44.000;6;91.35
2023-09-18 00:34:13.000;8;64.34
2023-08-27 10:43:18.000;4;34.89
2023-10-08 21:24:40.000;2;45.97
2023-06-21 06:52:37.000;6;92.15
2023-05-24 06:31:49.000;9;21.24
2023-10-14 01:41:47.000;9;61.26
2023-02-23 06:41:09.000;6;48.77
2023-12-14 07:50:00.000;7;70.78
2023-12-17 16:32:28.000;5;12.47
2023-07-14 01:50:10.000;6;90.48
2023-02-13 20:50:14.000;1;36.53
2023-03-15 18:05:29.000;5;51.67
2023-04-22 19:49:32.000;3;94.10
2023-10-11 02:51:33.000;2;63.78
2023-05-19 08:42:12.000;1;75.84
2023-04-18 10:07:29.000;4;17.30
2023-06-19 20:38:28.000;9;17.80
2023-06-26 00:55:57.000;8;1.84
2023-12-17 03:50:52.000;1;66.00
2023-12-02 21:41:05.000;5;11.53
2023-08-09 18:55:20.000;6;16.05
2023-09-16 15:28:59.000;1;67.58
2023-09-24 04:53:26.000;8;17.44
2023-01-05 03:42:17.000;2;76.09
2023-04-23 06:56:16.000;4;70.17
2023-10-24 07:39:26.000;6;51.70
2023-05-18 08:33:57.000;9;99.18
2023-07-24 05:03:04.000;2;99.75
2023-01-21 06:27:04.000;2;90.42
2023-10-20 18:54:08.000;4;11.76
2023-09-14 05:43:15.000;8;92.37
2023-12-29 06:31:12.000;9;22.60
2023-04-01 06:43:55.000;7;20.35
2023-01-28 09:35:04.000;3;61.70
2023-10-20 05:23:26.000;2;29.66
2023-02-26 19:45:26.000;5;5.15
2023-03-03 21:15:18.000;4;43.67
2023-12-12 20:43:47.000;8;34.10
2023-04-10 16:49:14.000;6;98.06
2023-08-02 21:06:41.000;9;76.24
2023-04-06 01:55:07.000;2;83.44
2023-01-13 21:05:20.000;9;95.98
2023-06-01 00:38:32.000;2;13.78
2023-01-29 02:36:50.000;2;59.75
2023-11-21 01:16:35.000;3;88.15
2023-01-25 07:33:33.000;6;23.45
2023-05-16 03:19:09.000;3;92.11
2023-10-03 08:09:00.000;8;18.22
2023-07-02 01:02:25.000;4;6.48
2023-12-19 17:53:10.000;6;70.21
2023-06-04 16:09:20.000;8;41.02
2023-10-04 17:00:46.000;6;11.84
2023-06-17 20:40:46.000;8;51.29
2023-01-29 17:00:56.000;1;56.47
2023-05-01 13:05:37.000;6;30.81
2023-09-27 08:40:02.000;7;46.68
2023-02-01 22:07:20.000;3;27.04
2023-01-16 14:54:21.000;6;86.46
2023-11-09 09:23:01.000;2;26.52
2023-12-31 08:00:11.000;3;2.51
2023-03-26 14:37:53.000;8;12.00
2023-06-13 21:52:05.000;1;79.22
2023-07-20 23:59:18.000;2;85.52
2023-01-12 18:04:47.000;6;24.53
2023-12-16 19:31:01.000;1;76.66
2023-05-02 10:35:18.000;9;55.14
2023-07-30 20:49:39.000;3;92.08
2023-05-09 02:54:55.000;5;94.02
2023-11-21 02:35:50.000;3;9.29
2023-04-07 00:31:31.000;8;13.15
2023-08-09 14:18:26.000;4;88.19
2023-05-06 23:54:05.000;3;72.62
2023-02-10 06:28:22.000;2;9.11
2023-10-27 01:24:25.000;7;23.97
2023-03-20 07:03:24.000;8;81.54
2023-01-22 05:40:19.000;4;96.62
2023-08-18 22:03:21.000;9;95.88
2023-12-23 15:24:41.000;4;26.57
2023-05-23 02:12:22.000;3;3.39
2023-12-11 02:52:11.000;6;46.51
2023-06-10 17:46:32.000;8;99.09
2023-09-06 22:50:52.000;3;37.92
2023-01-22 18:44:27.000;8;26.08
2023-01-18 00:36:31.000;5;75.85
2023-11-13 18:37:06.000;5;15.79
2023-03-10 04:37:19.000;9;65.21
2023-10-13 11:20:37.000;1;63.34
2023-09-04 19:03:27.000;4;65.35
2023-05-07 13:21:53.000;2;74.21
2023-01-29 02:00:36.000;1;24.63
2023-11-12 14:10:17.000;5;77.15
2023-06-02 20:15:32.000;1;1.83
2023-04-09 07:08:56.000;9;52.31
2023-12-28 11:20:58.000;4;22.72
2023-05-14 14:40:41.000;5;50.26
2023-05-28 23:52:47.000;1;89.02
2023-03-26 15:42:39.000;3;39.02
2023-01-17 16:07:14.000;8;57.36
2023-11-07 15:00:53.000;6;97.08
2023-10-07 22:53:30.000;1;10.82
2023-03-02 06:48:30.000;8;92.41
2023-10-25 16:27:56.000;6;88.61
2023-12-08 02:09:13.000;1;70.74
2023-04-12 17:43:34.000;1;22.18
2023-03-15 15:52:28.000;7;27.71
2023-04-06 02:01:51.000;1;90.68
2023-02-05 06:17:08.000;7;63.99
2023-10-04 05:56:39.000;9;39.33
2023-05-15 16:58:31.000;6;5.91
2023-12-23 04:24:27.000;7;94.69
2023-09-16 10:30:32.000;4;6.91
2023-11-25 15:47:04.000;7;60.71
2023-11-15 06:18:03.000;3;30.66
2023-04-29 09:33:34.000;8;65.27
2023-07-06 02:38:47.000;3;37.11
2023-06-09 07:19:52.000;3;13.87
2023-08-13 12:43:23.000;9;45.69
2023-11-22 19:03:36.000;2;21.38
2023-02-20 21:54:44.000;4;7.74
2023-08-18 23:20:04.000;4;11.85
2023-04-20 15:19:39.000;9;57.55
2023-10-10 22:46:34.000;1;71.45
2023-12-03 20:52:52.000;5;23.55
2023-02-28 04:02:21.000;5;83.96
2023-02-14 16:18:18.000;8;67.13
2023-05-13 18:00:29.000;7;76.16
2023-10-31 11:49:59.000;4;72.79
2023-11-08 03:12:54.000;9;81.56
2023-11-04 23:04:36.000;3;35.93
2023-04-03 14:53:45.000;8;92.21
2023-09-16 13:50:32.000;4;82.80
2023-06-16 06:38:41.000;7;31.17
2023-11-18 14:37:23.000;2;83.46
2023-12-07 18:20:39.000;3;16.60
2023-10-07 06:05:08.000;1;74.31
2023-12-03 22:35:36.000;8;39.26
2023-08-04 05:09:49.000;9;53.37
2023-04-12 19:06:19.000;7;28.97
2023-03-04 23:59:03.000;1;22.53
2023-02-17 03:31:36.000;1;86.44
2023-06-07 05:22:35.000;6;16.02
2023-02-04 22:57:50.000;9;75.85
2023-05-03 22:36:22.000;4;7.33
2023-07-06 16:30:09.000;3;16.19
2023-01-31 22:15:37.000;6;70.02
2023-07-21 11:05:46.000;1;76.25
2023-05-12 08:38:13.000;1;93.29
2023-11-15 14:28:45.000;1;14.80
2023-11-21 12:11:33.000;5;18.62
2023-10-01 05:06:39.000;7;88.00
2023-10-14 11:38:12.000;8;53.25
2023-10-17 04:43:37.000;9;51.81
2023-11-24 19:42:23.000;9;91.95
2023-04-12 11:30:50.000;9;19.22
2023-12-24 11:07:25.000;6;19.54
2023-02-22 15:34:35.000;1;79.57
2023-09-10 21:37:04.000;1;63.45
2023-03-01 18:22:51.000;7;19.01
2023-10-10 19:03:35.000;5;2.22
2023-10-25 08:43:52.000;4;81.56
2023-06-24 04:24:48.000;7;60.03
2023-07-25 04:39:37.000;4;29.30
2023-02-06 06:54:00.000;1;96.08
2023-12-24 04:19:19.000;6;68.65
2023-06-21 07:55:34.000;3;49.67
2023-10-31 03:27:58.000;4;89.37
2023-01-30 14:55:53.000;6;11.03
2023-06-09 11:53:21.000;2;61.83
2023-11-07 19:47:13.000;3;19.55
2023-10-06 11:51:47.000;3;31.18
2023-09-30 04:28:35.000;3;93.98
2023-10-16 05:58:23.000;6;96.52
2023-09-09 10:23:00.000;8;45.19
2023-12-24 18:33:28.000;4;81.27
2023-09-03 10:04:23.000;2;50.17
2023-12-26 12:07:07.000;5;55.28
2023-01-19 11:07:15.000;5;76.91
2023-05-11 14:57:55.000;4;70.21
2023-05-14 06:52:30.000;3;93.84
2023-03-06 14:04:08.000;6;10.31
2023-02-14 15:50:11.000;5;48.86
2023-01-03 10:04:49.000;4;56.88
2023-02-04 14:38:55.000;7;75.90
2023-08-18 17:11:36.000;5;4.37
2023-08-24 17:46:27.000;7;53.52
2023-06-13 18:35:34.000;7;9.75
2023-04-02 00:00:14.000;7;94.56
2023-06-07 13:29:04.000;7;82.17
2023-10-14 21:21:48.000;5;11.27
2023-03-02 10:45:14.000;6;76.06
2023-05-06 04:06:01.000;9;37.77
2023-11-05 13:29:48.000;9;99.80
2023-03-26 23:53:17.000;1;92.47
2023-10-21 10:43:11.000;8;46.10
2023-11-16 07:19:38.000;1;39.35
2023-12-18 10:31:56.000;5;26.22
2023-01-15 20:17:58.000;3;15.24
2023-12-06 03:35:57.000;9;20.12
2023-06-13 16:43:17.000;2;2.70
2023-07-30 07:13:12.000;3;79.27
2023-08-26 17:52:14.000;7;20.73
2023-05-11 13:11:32.000;7;61.83
2023-08-12 10:13:31.000;5;44.85
2023-03-15 17:59:51.000;9;12.13
2023-10-30 16:16:59.000;3;91.59
2023-10-20 03:01:13.000;7;15.45
2023-06-22 15:49:55.000;1;7.43
2023-04-12 06:52:18.000;2;60.93
2023-09-29 19:54:50.000;9;75.63
2023-07-12 04:37:40.000;3;54.00
2023-08-04 05:21:11.000;5;55.38
2023-07-09 05:37:56.000;9;79.85
2023-05-03 18:43:24.000;2;40.99
2023-02-14 00:32:12.000;8;40.30
2023-11-02 12:20:00.000;4;2.52
2023-01-26 08:32:17.000;4;95.48
2023-03-31 05:37:41.000;2;85.84
2023-09-17 10:48:25.000;2;2.92
2023-01-19 12:36:13.000;5;9.66
2023-07-04 23:17:32.000;7;49.30
2023-01-11 07:50:41.000;6;20.05
2023-05-25 15:02:57.000;3;97.14
2023-11-04 00:23:05.000;7;41.30
2023-09-21 13:40:20.000;5;47.26
2023-05-16 03:58:28.000;5;5.42
2023-05-18 22:30:42.000;6;47.60
2023-10-25 22:34:21.000;4;63.98
2023-09-22 21:50:33.000;9;35.04
2023-08-03 12:37:21.000;4;13.23
2023-09-04 02:44:33.000;8;77.17
2023-01-01 01:52:17.000;8;83.70
2023-04-27 01:06:07.000;4;70.89
2023-07-28 07:24:14.000;7;94.86
2023-04-07 17:11:19.000;8;37.50
2023-09-22 03:13:18.000;8;39.65
2023-04-23 22:49:45.000;8;17.31
2023-05-16 16:06:59.000;4;85.77
2023-09-28 18:24:44.000;3;64.16
2023-04-20 13:51:31.000;5;86.33
2023-12-02 00:44:10.000;6;31.53
2023-04-19 22:11:16.000;2;98.09
2023-01-14 01:57:00.000;6;32.10
2023-10-05 00:33:48.000;9;1.86
2023-05-02 16:13:06.000;1;91.91
2023-03-20 19:48:40.000;3;62.23
2023-08-26 05:11:50.000;4;7.56
2023-01-23 16:15:08.000;2;51.99
2023-11-21 07:42:03.000;7;47.92
2023-09-14 22:44:06.000;5;59.36
2023-01-04 10:34:33.000;1;71.56
2023-01-09 18:46:50.000;6;18.19
2023-03-19 13:19:51.000;7;94.85
2023-09-17 20:19:16.000;1;22.43
2023-04-22 14:08:29.000;8;45.01
2023-06-10 12:22:37.000;4;82.15
2023-12-20 17:12:09.000;7;32.52
2023-03-22 22:14:15.000;6;39.44
2023-05-10 06:32:03.000;6;76.07
2023-03-17 03:00:58.000;6;87.07
2023-06-27 06:00:35.000;1;1.69
2023-08-15 01:49:01.000;2;49.43
2023-04-23 07:01:19.000;3;58.54
2023-06-09 18:28:18.000;6;86.78
2023-04-03 20:36:00.000;7;86.38
2023-07-16 04:13:54.000;7;71.52
2023-11-23 19:52:34.000;4;50.11
2023-02-05 17:19:05.000;8;76.24
2023-05-10 10:12:23.000;8;98.20
2023-10-17 06:50:14.000;2;68.48
2023-05-22 12:45:37.000;9;67.60
2023-08-09 06:05:32.000;9;47.25
2023-07-05 05:32:29.000;2;71.36
2023-02-17 09:12:29.000;4;6.08
2023-04-26 20:05:57.000;9;12.01
2023-06-05 10:55:13.000;3;60.18
2023-01-20 09:01:17.000;3;84.06
2023-07-15 19:15:50.000;1;75.10
2023-09-06 14:54:46.000;1;56.56
2023-07-09 20:31:15.000;2;35.48
2023-07-10 10:52:04.000;7;11.64
2023-11-11 14:23:01.000;2;54.45
2023-03-25 03:19:46.000;7;53.49
2023-10-14 01:07:21.000;9;28.60
2023-03-28 23:43:27.000;7;89.28
2023-03-04 05:07:09.000;2;74.89
2023-10-28 05:47:58.000;8;44.28
2023-04-21 16:37:13.000;4;47.23
2023-07-09 02:14:32.000;5;89.03
2023-01-25 03:26:04.000;9;21.14
2023-04-01 02:17:23.000;7;36.62
2023-08-27 09:20:33.000;5;58.08
2023-08-12 05:36:27.000;8;89.87
2023-03-16 08:31:29.000;8;5.99
2023-04-19 01:23:52.000;2;71.73
2023-06-24 20:19:44.000;2;38.84
2023-07-31 20:13:01.000;2;72.67
2023-07-04 04:51:48.000;1;83.33
2023-04-29 08:49:51.000;7;95.14
2023-02-19 11:31:45.000;8;66.40
2023-11-03 20:08:29.000;2;20.53
2023-10-26 19:54:58.000;7;23.58
2023-01-17 18:24:28.000;3;38.42
2023-06-16 15:18:42.000;4;26.17
2023-07-20 05:09:47.000;7;2.22
2023-07-23 11:51:06.000;4;51.64
2023-05-18 03:36:04.000;6;79.57
2023-04-04 20:37:22.000;8;61.86
2023-07-22 07:18:11.000;9;42.31
2023-04-16 03:25:06.000;4;44.72
2023-03-04 18:18:43.000;2;37.13
2023-09-22 06:36:29.000;7;5.30
2023-12-09 02:49:30.000;3;87.39
2023-06-12 07:58:11.000;1;13.52
2023-05-01 10:38:09.000;4;40.02
2023-10-02 05:00:34.000;3;40.18
2023-03-22 07:03:45.000;5;83.00
2023-04-23 20:20:28.000;1;90.41
2023-11-04 13:17:23.000;4;47.11
2023-12-08 11:04:22.000;3;78.95
2023-04-02 21:41:49.000;7;82.10
2023-07-20 16:58:45.000;3;1.23
2023-07-19 06:23:02.000;3;44.31
2023-02-21 06:13:24.000;8;98.99
2023-06-12 06:06:46.000;3;43.76
2023-02-20 04:24:31.000;9;15.22
2023-03-20 01:39:15.000;9;19.69
2023-07-18 17:14:58.000;5;23.78
2023-03-03 05:42:09.000;3;69.65
2023-03-10 16:00:03.000;9;34.38
2023-12-10 22:27:23.000;6;86.16
2023-06-25 09:05:11.000;9;33.09
2023-03-01 03:27:52.000;5;49.45
2023-08-17 15:04:47.000;4;4.11
2023-09-17 19:32:40.000;8;75.33
2023-10-24 19:46:33.000;7;77.63
2023-01-10 09:03:13.000;6;36.39
2023-08-29 21:09:07.000;7;31.39
2023-01-04 12:19:13.000;3;33.30
2023-02-17 22:16:37.000;2;85.10
2023-01-30 02:59:00.000;9;93.36
2023-02-14 18:47:48.000;6;63.28
2023-06-02 11:54:24.000;1;69.12
2023-11-24 19:14:29.000;5;58.70
2023-10-02 22:44:32.000;8;39.80
2023-10-01 01:45:35.000;6;10.09
2023-11-03 05:23:42.000;4;86.08
2023-12-18 07:29:49.000;1;43.77
2023-01-07 21:34:49.000;3;74.44
2023-12-17 15:02:37.000;6;96.06
2023-01-25 03:49:24.000;7;11.57
2023-10-27 13:38:16.000;4;73.61
2023-04-27 10:52:34.000;7;98.92
2023-12-26 05:26:54.000;8;59.57
2023-04-10 19:04:30.000;8;96.29
2023-07-23 05:05:10.000;9;61.95
2023-09-17 12:06:11.000;3;47.41
2023-10-07 06:41:07.000;8;72.06
2023-11-29 15:39:38.000;5;45.57
2023-11-05 03:31:50.000;7;47.88
2023-11-26 00:51:52.000;4;79.74
2023-11-02 09:53:59.000;4;60.33
2023-04-06 11:02:34.000;9;1.66
2023-12-15 14:40:20.000;3;32.34
2023-07-06 09:01:34.000;1;5.44
2023-08-31 20:14:01.000;7;45.42
2023-12-01 01:58:17.000;5;79.11
2023-01-27 09:36:44.000;9;57.20
2023-04-13 15:20:37.000;2;84.47
2023-12-23 07:31:24.000;2;12.20
2023-04-30 03:29:26.000;4;37.78
2023-06-25 22:02:51.000;6;95.65
2023-09-21 03:07:07.000;2;92.64
2023-02-17 05:22:41.000;7;95.83
2023-11-25 07:24:50.000;5;13.97
2023-08-18 13:05:21.000;9;32.86
2023-03-04 23:35:48.000;9;75.04
2023-01-27 07:47:07.000;8;1.08
2023-04-08 23:48:15.000;7;86.14
2023-12-19 10:29:41.000;3;85.01
2023-07-28 02:43:40.000;4;76.75
2023-08-16 10:13:31.000;6;97.18
2023-12-13 05:20:31.000;4;50.89
2023-01-07 02:11:55.000;1;54.93
2023-02-02 03:08:13.000;5;65.87
2023-09-21 19:49:11.000;4;78.79
2023-03-16 07:28:53.000;7;38.01
2023-01-31 01:06:09.000;5;77.50
2023-07-09 05:41:53.000;8;40.01
2023-07-12 20:59:06.000;9;58.55
2023-07-25 20:06:21.000;8;96.23
2023-09-19 00:54:22.000;5;56.62
2023-06-23 15:00:10.000;6;80.24
2023-10-04 01:20:54.000;4;76.92
2023-05-17 15:15:27.000;5;36.56
2023-03-31 14:39:45.000;4;61.80
2023-07-05 03:45:57.000;4;28.43
2023-06-18 17:46:55.000;9;77.47
2023-03-29 15:04:37.000;5;55.29
2023-04-18 03:28:02.000;4;56.49
2023-02-20 18:53:40.000;4;47.52
2023-05-11 04:39:25.000;8;47.06
2023-01-27 21:25:00.000;6;94.90
2023-07-03 14:03:44.000;2;65.07
2023-03-12 12:39:44.000;2;62.40
2023-03-28 15:40:09.000;5;9.16
2023-06-23 00:31:35.000;8;44.84
2023-01-04 12:52:14.000;7;27.51
2023-08-07 18:50:40.000;4;88.84
2023-12-01 11:28:25.000;7;37.15
2023-05-14 12:35:40.000;2;61.07
2023-08-16 11:47:37.000;3;7.20
2023-10-06 09:14:24.000;9;64.31
2023-04-15 01:15:51.000;4;15.71
2023-06-16 08:57:49.000;3;89.60
2023-04-13 03:20:05.000;5;37.33
2023-12-27 02:12:32.000;5;42.60
2023-01-20 13:49:27.000;6;47.10
2023-02-13 04:43:50.000;2;68.87
2023-05-01 04:20:57.000;9;45.78
2023-03-16 00:19:35.000;2;88.60
2023-09-17 18:11:52.000;3;56.55
2023-03-20 05:50:36.000;1;95.21
2023-11-17 11:19:11.000;6;98.16
2023-12-05 05:09:35.000;6;75.01
2023-02-13 20:27:32.000;7;71.26
2023-11-30 09:18:54.000;6;62.92
2023-12-01 08:28:14.000;6;38.81
2023-12-07 15:11:50.000;7;20.07
2023-10-18 17:53:23.000;8;44.06
2023-02-04 17:36:40.000;4;75.39
2023-08-08 12:06:21.000;3;81.96
2023-09-28 09:21:25.000;5;73.66
2023-09-10 02:10:17.000;6;66.21
2023-02-19 02:53:27.000;5;2.32
2023-11-14 23:53:24.000;3;9.09
2023-10-02 08:45:32.000;3;79.13
2023-05-01 20:56:16.000;7;68.76
2023-05-23 08:50:16.000;4;43.06
2023-12-01 21:54:36.000;1;45.35
2023-06-23 16:18:26.000;1;27.19
2023-08-30 19:32:29.000;7;46.09
2023-12-06 07:33:26.000;6;75.17
2023-02-20 12:12:17.000;1;85.36
2023-12-16 14:20:55.000;7;15.14
2023-06-07 05:55:33.000;1;97.35
2023-03-15 11:04:42.000;7;21.14
2023-08-14 15:58:44.000;8;17.51
2023-07-25 06:47:42.000;7;80.98
2023-03-29 06:23:18.000;1;88.43
2023-07-01 20:19:45.000;3;69.70
2023-11-29 19:53:28.000;5;82.70
2023-11-03 14:58:10.000;8;68.81
2023-10-31 07:00:35.000;8;60.05
2023-11-30 21:19:35.000;3;86.59
2023-06-15 21:31:06.000;1;61.35
2023-08-29 20:56:49.000;5;52.07
2023-06-19 11:29:32.000;2;60.03
2023-05-22 12:32:31.000;8;35.38
2023-06-11 13:39:10.000;4;7.38
2023-11-21 01:42:43.000;7;23.57
2023-06-06 04:50:06.000;3;87.83
2023-07-03 18:25:50.000;1;40.32
2023-01-08 03:10:34.000;1;59.39
2023-09-19 09:47:58.000;7;25.64
2023-03-15 21:58:54.000;2;77.60
2023-02-19 19:47:45.000;1;11.12
2023-10-22 09:46:43.000;9;89.83
2023-09-13 13:38:01.000;1;54.74
2023-08-04 07:03:40.000;8;3.58
2023-01-14 09:07:24.000;4;78.65
2023-09-29 23:28:53.000;6;12.56
2023-12-09 21:03:08.000;2;19.11
2023-11-11 01:43:11.000;2;51.74
2023-03-23 06:04:19.000;2;55.98
2023-05-05 03:04:33.000;8;93.84
2023-12-27 06:37:29.000;4;98.92
2023-01-24 04:03:20.000;9;94.04
2023-01-31 04:03:05.000;5;52.44
2023-03-10 23:45:42.000;1;72.89
2023-09-06 07:07:59.000;4;89.65
2023-11-15 00:53:29.000;9;15.73
2023-10-13 14:57:21.000;1;55.14
2023-01-09 08:03:25.000;9;43.87
2023-03-23 06:48:41.000;9;29.50
2023-01-16 13:52:09.000;8;98.99
2023-11-07 20:25:14.000;7;43.34
2023-05-10 18:57:26.000;7;31.83
2023-06-01 03:00:04.000;5;9.06
2023-10-22 13:52:52.000;7;77.62
2023-05-17 09:43:01.000;7;2.42
2023-07-27 15:48:30.000;1;78.12
2023-03-09 04:28:06.000;2;88.57
2023-05-28 18:30:15.000;8;60.43
2023-07-04 01:45:01.000;9;89.51
2023-05-25 02:37:46.000;5;97.49
2023-02-12 13:58:36.000;2;44.32
2023-04-06 05:51:42.000;6;2.04
2023-06-15 02:14:34.000;6;21.99
2023-11-23 02:14:59.000;9;81.12
2023-06-28 22:22:28.000;6;99.77
2023-12-07 01:48:17.000;6;87.73
2023-02-27 20:47:22.000;3;34.04
2023-08-20 22:17:12.000;2;11.29
2023-02-03 01:07:31.000;4;32.44
2023-07-16 14:21:31.000;4;24.03
2023-08-20 09:51:27.000;4;62.41
2023-05-01 18:49:01.000;4;37.17
2023-05-30 18:22:20.000;9;75.37
2023-09-16 21:24:37.000;8;66.06
2023-12-04 03:49:09.000;7;81.42
2023-11-10 01:58:02.000;2;37.21
2023-02-28 16:51:17.000;1;92.47
2023-12-11 12:44:34.000;9;42.11
2023-02-25 01:22:15.000;9;31.56
2023-11-10 16:30:50.000;8;14.85
2023-08-04 14:23:05.000;4;8.23
2023-05-27 00:45:02.000;6;44.76
2023-11-12 04:30:20.000;8;25.21
2023-08-06 12:40:36.000;2;63.20
2023-05-05 04:08:51.000;2;15.02
2023-12-02 03:43:40.000;8;98.43
2023-08-07 18:58:58.000;2;74.27
2023-08-30 17:42:28.000;2;81.86
2023-07-06 05:32:18.000;2;49.45
2023-10-31 22:45:51.000;5;15.45
2023-04-27 02:34:19.000;6;48.24
2023-07-08 19:52:31.000;6;10.32
2023-05-26 23:17:02.000;7;56.21
2023-07-28 13:47:43.000;6;30.40
2023-02-02 04:31:00.000;1;8.75
2023-12-11 18:39:37.000;7;55.12
2023-02-19 02:47:17.000;3;10.32
2023-07-24 16:20:38.000;4;27.98
2023-10-16 20:29:06.000;2;82.45
2023-02-26 02:44:39.000;6;25.67
2023-01-21 04:07:40.000;3;80.43
2023-09-12 06:36:41.000;1;18.71
2023-01-26 09:21:20.000;5;24.88
2023-05-29 13:04:52.000;9;43.56
2023-04-13 10:18:51.000;6;74.72
2023-12-22 18:27:16.000;3;91.62
2023-07-15 04:36:05.000;7;38.44
2023-08-13 16:13:03.000;5;10.99
2023-03-04 18:27:55.000;7;6.58
2023-09-22 21:31:39.000;6;87.25
2023-10-20 20:54:41.000;1;48.63
2023-08-21 04:50:55.000;2;62.23
2023-04-04 16:50:59.000;3;25.65
2023-11-14 02:59:07.000;7;68.85
2023-11-27 14:42:37.000;3;81.78
2023-07-26 12:23:35.000;1;39.53
2023-05-20 01:15:25.000;6;77.24
2023-02-13 15:35:08.000;3;72.08
2023-02-18 03:45:16.000;4;32.44
2023-07-03 05:21:53.000;6;93.41
2023-05-07 01:45:08.000;7;91.30
2023-01-31 08:24:07.000;7;33.90
2023-06-18 20:35:18.000;2;22.70
2023-09-29 15:56:44.000;1;39.88
2023-05-07 10:11:04.000;9;91.77
2023-05-14 22:47:27.000;3;13.91
2023-05-22 01:29:48.000;2;36.63
2023-01-26 14:32:52.000;4;17.75
2023-08-06 06:53:13.000;1;20.10
